2021/10/26,14:11:24,move_back,0000/00/00,00:00:00
2021/10/26,14:11:24,stop,0000/00/00,00:00:00
2021/10/26,14:11:25,move_back,0000/00/00,00:00:00
2021/10/26,14:11:25,stop,0000/00/00,00:00:00
2021/10/26,14:11:27,turn_left,0000/00/00,00:00:00
2021/10/26,14:11:28,stop,0000/00/00,00:00:00
2021/10/26,14:11:28,turn_left,0000/00/00,00:00:00
2021/10/26,14:11:28,stop,0000/00/00,00:00:00
2021/10/26,14:11:41,move_forward,0000/00/00,00:00:00
2021/10/26,14:11:41,stop,0000/00/00,00:00:00
2021/10/26,14:11:42,move_back,0000/00/00,00:00:00
2021/10/26,14:11:42,stop,0000/00/00,00:00:00
2021/10/26,14:11:44,turn_right,0000/00/00,00:00:00
2021/10/26,14:11:45,stop,0000/00/00,00:00:00
2021/10/26,14:11:46,turn_left,0000/00/00,00:00:00
2021/10/26,14:11:46,stop,0000/00/00,00:00:00
2021/10/26,14:11:47,stop,0000/00/00,00:00:00
2021/10/26,14:11:47,stop,0000/00/00,00:00:00
2021/10/26,14:11:47,stop,0000/00/00,00:00:00
2021/10/26,14:11:48,stop,0000/00/00,00:00:00
2021/10/26,14:11:48,stop,0000/00/00,00:00:00
2021/10/26,14:11:48,stop,0000/00/00,00:00:00
2021/10/26,14:11:50,turn_left,0000/00/00,00:00:00
2021/10/26,14:11:50,stop,0000/00/00,00:00:00
2021/10/26,14:11:51,turn_right,0000/00/00,00:00:00
2021/10/26,14:11:51,stop,0000/00/00,00:00:00
2021/10/26,14:11:52,move_back,0000/00/00,00:00:00
2021/10/26,14:11:52,stop,0000/00/00,00:00:00
2021/10/26,14:11:52,move_forward,0000/00/00,00:00:00
2021/10/26,14:11:53,stop,0000/00/00,00:00:00
2021/10/26,14:11:53,move_back,0000/00/00,00:00:00
2021/10/26,14:11:53,stop,0000/00/00,00:00:00
2021/10/26,14:11:53,turn_right,0000/00/00,00:00:00
2021/10/26,14:11:54,stop,0000/00/00,00:00:00
2021/10/26,14:11:54,turn_left,0000/00/00,00:00:00
2021/10/26,14:11:54,stop,0000/00/00,00:00:00
2021/10/26,14:11:55,turn_right,0000/00/00,00:00:00
2021/10/26,14:11:55,stop,0000/00/00,00:00:00
2021/10/26,14:11:55,move_back,0000/00/00,00:00:00
2021/10/26,14:11:55,stop,0000/00/00,00:00:00
2021/10/26,14:11:56,move_forward,0000/00/00,00:00:00
2021/10/26,14:11:56,stop,0000/00/00,00:00:00
2021/10/26,14:11:56,move_back,0000/00/00,00:00:00
2021/10/26,14:11:56,stop,0000/00/00,00:00:00
2021/10/26,14:11:56,turn_right,0000/00/00,00:00:00
2021/10/26,14:11:57,stop,0000/00/00,00:00:00
2021/10/26,14:11:57,turn_left,0000/00/00,00:00:00
2021/10/26,14:11:57,stop,0000/00/00,00:00:00
2021/10/26,14:11:57,turn_right,0000/00/00,00:00:00
2021/10/26,14:11:57,stop,0000/00/00,00:00:00
2021/10/26,14:11:58,move_back,0000/00/00,00:00:00
2021/10/26,14:11:58,stop,0000/00/00,00:00:00
2021/10/26,14:11:58,move_forward,0000/00/00,00:00:00
2021/10/26,14:11:58,stop,0000/00/00,00:00:00
2021/10/26,14:11:59,move_back,0000/00/00,00:00:00
2021/10/26,14:11:59,stop,0000/00/00,00:00:00
2021/10/26,14:11:59,turn_right,0000/00/00,00:00:00
2021/10/26,14:11:59,stop,0000/00/00,00:00:00
2021/10/26,14:12:00,turn_left,0000/00/00,00:00:00
2021/10/26,14:12:00,stop,0000/00/00,00:00:00
2021/10/26,14:12:00,stop,0000/00/00,00:00:00
2021/10/26,14:12:01,turn_left,0000/00/00,00:00:00
2021/10/26,14:12:01,stop,0000/00/00,00:00:00
2021/10/26,14:12:01,turn_right,0000/00/00,00:00:00
2021/10/26,14:12:01,stop,0000/00/00,00:00:00
2021/10/26,14:12:01,move_back,0000/00/00,00:00:00
2021/10/26,14:12:02,stop,0000/00/00,00:00:00
2021/10/26,14:12:02,move_forward,0000/00/00,00:00:00
2021/10/26,14:12:02,stop,0000/00/00,00:00:00
2021/10/26,14:12:16,stop,0000/00/00,00:00:00
2021/10/26,14:12:17,move_back,0000/00/00,00:00:00
2021/10/26,14:12:17,stop,0000/00/00,00:00:00
2021/10/26,14:12:18,move_back,0000/00/00,00:00:00
2021/10/26,14:12:18,turn_right,0000/00/00,00:00:00
2021/10/26,14:12:18,stop,0000/00/00,00:00:00
2021/10/26,14:12:19,turn_left,0000/00/00,00:00:00
2021/10/26,14:12:19,stop,0000/00/00,00:00:00
2021/10/26,14:12:19,stop,0000/00/00,00:00:00
2021/10/26,14:12:20,stop,0000/00/00,00:00:00
2021/10/26,14:12:20,stop,0000/00/00,00:00:00
2021/10/26,14:12:20,stop,0000/00/00,00:00:00
2021/10/26,14:12:20,stop,0000/00/00,00:00:00
2021/10/26,14:12:20,stop,0000/00/00,00:00:00
2021/10/26,14:12:21,turn_left,0000/00/00,00:00:00
2021/10/26,14:12:21,stop,0000/00/00,00:00:00
2021/10/26,14:12:21,turn_left,0000/00/00,00:00:00
2021/10/26,14:12:21,stop,0000/00/00,00:00:00
2021/10/26,14:12:21,turn_left,0000/00/00,00:00:00
2021/10/26,14:12:21,stop,0000/00/00,00:00:00
2021/10/26,14:12:22,move_back,0000/00/00,00:00:00
2021/10/26,14:12:22,stop,0000/00/00,00:00:00
2021/10/26,14:12:22,move_back,0000/00/00,00:00:00
2021/10/26,14:12:22,stop,0000/00/00,00:00:00
2021/10/26,14:12:22,move_back,0000/00/00,00:00:00
2021/10/26,14:12:22,stop,0000/00/00,00:00:00
2021/10/26,14:12:23,move_forward,0000/00/00,00:00:00
2021/10/26,14:12:23,stop,0000/00/00,00:00:00
2021/10/26,14:12:23,move_forward,0000/00/00,00:00:00
2021/10/26,14:12:23,stop,0000/00/00,00:00:00
2021/10/26,14:12:23,move_forward,0000/00/00,00:00:00
2021/10/26,14:12:23,stop,0000/00/00,00:00:00
2021/10/26,14:12:23,move_back,0000/00/00,00:00:00
2021/10/26,14:12:24,stop,0000/00/00,00:00:00
2021/10/26,14:12:24,move_back,0000/00/00,00:00:00
2021/10/26,14:12:24,stop,0000/00/00,00:00:00
2021/10/26,14:12:24,turn_right,0000/00/00,00:00:00
2021/10/26,14:12:24,stop,0000/00/00,00:00:00
2021/10/26,14:12:24,turn_right,0000/00/00,00:00:00
2021/10/26,14:12:24,stop,0000/00/00,00:00:00
2021/10/26,14:12:25,turn_left,0000/00/00,00:00:00
2021/10/26,14:12:25,stop,0000/00/00,00:00:00
2021/10/26,14:12:25,turn_left,0000/00/00,00:00:00
2021/10/26,14:12:25,stop,0000/00/00,00:00:00
2021/10/26,14:12:25,stop,0000/00/00,00:00:00
2021/10/26,14:12:26,stop,0000/00/00,00:00:00
2021/10/26,14:12:26,turn_left,0000/00/00,00:00:00
2021/10/26,14:12:26,stop,0000/00/00,00:00:00
2021/10/26,14:12:26,turn_left,0000/00/00,00:00:00
2021/10/26,14:12:27,stop,0000/00/00,00:00:00
2021/10/26,14:12:27,turn_right,0000/00/00,00:00:00
2021/10/26,14:12:27,stop,0000/00/00,00:00:00
2021/10/26,14:12:27,turn_right,0000/00/00,00:00:00
2021/10/26,14:12:27,stop,0000/00/00,00:00:00
2021/10/26,14:12:28,move_back,0000/00/00,00:00:00
2021/10/26,14:12:28,stop,0000/00/00,00:00:00
2021/10/26,14:12:28,move_back,0000/00/00,00:00:00
2021/10/26,14:12:28,stop,0000/00/00,00:00:00
2021/10/26,14:12:28,move_forward,0000/00/00,00:00:00
2021/10/26,14:12:28,stop,0000/00/00,00:00:00
2021/10/26,14:12:28,move_forward,0000/00/00,00:00:00
2021/10/26,14:12:28,stop,0000/00/00,00:00:00
2021/10/26,14:12:29,move_forward,0000/00/00,00:00:00
2021/10/26,14:12:29,stop,0000/00/00,00:00:00
2021/10/26,14:12:29,move_forward,0000/00/00,00:00:00
2021/10/26,14:12:29,stop,0000/00/00,00:00:00
2021/10/26,14:12:29,move_forward,0000/00/00,00:00:00
2021/10/26,14:12:29,stop,0000/00/00,00:00:00
2021/10/26,14:12:29,move_forward,0000/00/00,00:00:00
2021/10/26,14:12:29,stop,0000/00/00,00:00:00
2021/10/26,14:12:29,move_forward,0000/00/00,00:00:00
2021/10/26,14:12:29,stop,0000/00/00,00:00:00
2021/10/26,14:12:29,move_forward,0000/00/00,00:00:00
2021/10/26,14:12:29,stop,0000/00/00,00:00:00
2021/10/26,14:12:30,move_forward,0000/00/00,00:00:00
2021/10/26,14:12:30,stop,0000/00/00,00:00:00
2021/10/26,14:12:30,move_forward,0000/00/00,00:00:00
2021/10/26,14:12:30,stop,0000/00/00,00:00:00
2021/10/26,14:12:30,move_forward,0000/00/00,00:00:00
2021/10/26,14:12:30,stop,0000/00/00,00:00:00
2021/10/26,14:12:30,move_forward,0000/00/00,00:00:00
2021/10/26,14:12:30,stop,0000/00/00,00:00:00
2021/10/26,14:12:30,move_forward,0000/00/00,00:00:00
2021/10/26,14:12:30,stop,0000/00/00,00:00:00
2021/10/26,14:12:31,move_forward,0000/00/00,00:00:00
2021/10/26,14:12:31,stop,0000/00/00,00:00:00
2021/10/26,14:12:31,move_forward,0000/00/00,00:00:00
2021/10/26,14:12:31,stop,0000/00/00,00:00:00
2021/10/26,14:12:32,move_forward,0000/00/00,00:00:00
2021/10/26,14:12:32,stop,0000/00/00,00:00:00
2021/10/26,14:12:32,move_forward,0000/00/00,00:00:00
2021/10/26,14:12:32,stop,0000/00/00,00:00:00
2021/10/26,14:12:32,move_forward,0000/00/00,00:00:00
2021/10/26,14:12:32,stop,0000/00/00,00:00:00
2021/10/26,14:12:33,move_forward,0000/00/00,00:00:00
2021/10/26,14:12:33,stop,0000/00/00,00:00:00
2021/10/26,14:17:05,move_forward,0000/00/00,00:00:00
2021/10/26,14:17:05,stop,0000/00/00,00:00:00
2021/10/26,14:17:07,move_back,0000/00/00,00:00:00
2021/10/26,14:17:07,stop,0000/00/00,00:00:00
2021/10/26,14:17:12,turn_right,0000/00/00,00:00:00
2021/10/26,14:17:12,stop,0000/00/00,00:00:00
2021/10/26,14:18:49,move_forward,0000/00/00,00:00:00
2021/10/26,14:18:49,stop,0000/00/00,00:00:00
2021/10/26,14:18:52,move_back,0000/00/00,00:00:00
2021/10/26,14:18:52,stop,0000/00/00,00:00:00
2021/10/26,14:19:12,turn_left,0000/00/00,00:00:00
2021/10/26,14:19:12,stop,0000/00/00,00:00:00
2021/10/26,14:19:14,turn_right,0000/00/00,00:00:00
2021/10/26,14:19:14,stop,0000/00/00,00:00:00
2021/10/26,14:19:15,turn_right,0000/00/00,00:00:00
2021/10/26,14:19:15,stop,0000/00/00,00:00:00
2021/10/26,14:19:15,turn_right,0000/00/00,00:00:00
2021/10/26,14:19:15,stop,0000/00/00,00:00:00
2021/10/26,14:19:41,turn_left,0000/00/00,00:00:00
2021/10/26,14:19:41,stop,0000/00/00,00:00:00
2021/10/26,14:19:43,turn_right,0000/00/00,00:00:00
2021/10/26,14:19:43,stop,0000/00/00,00:00:00
2021/10/26,14:19:43,turn_right,0000/00/00,00:00:00
2021/10/26,14:19:43,stop,0000/00/00,00:00:00
2021/10/26,14:19:43,turn_right,0000/00/00,00:00:00
2021/10/26,14:19:43,stop,0000/00/00,00:00:00
2021/10/26,14:19:43,turn_right,0000/00/00,00:00:00
2021/10/26,14:19:44,stop,0000/00/00,00:00:00
2021/10/26,14:19:44,turn_right,0000/00/00,00:00:00
2021/10/26,14:19:44,stop,0000/00/00,00:00:00
2021/10/26,14:19:44,turn_right,0000/00/00,00:00:00
2021/10/26,14:19:44,stop,0000/00/00,00:00:00
2021/10/26,14:19:44,turn_right,0000/00/00,00:00:00
2021/10/26,14:19:44,stop,0000/00/00,00:00:00
2021/10/26,14:22:04,move_forward,0000/00/00,00:00:00
2021/10/26,14:22:04,stop,0000/00/00,00:00:00
2021/10/26,14:22:16,move_back,0000/00/00,00:00:00
2021/10/26,14:22:16,stop,0000/00/00,00:00:00
2021/10/26,14:23:01,move_forward,0000/00/00,00:00:00
2021/10/26,14:23:01,stop,0000/00/00,00:00:00
2021/10/26,14:23:03,move_back,0000/00/00,00:00:00
2021/10/26,14:23:03,stop,0000/00/00,00:00:00
2021/10/26,14:23:04,move_back,0000/00/00,00:00:00
2021/10/26,14:23:04,stop,0000/00/00,00:00:00
2021/10/26,14:23:04,move_back,0000/00/00,00:00:00
2021/10/26,14:23:04,stop,0000/00/00,00:00:00
2021/10/26,14:23:04,move_back,0000/00/00,00:00:00
2021/10/26,14:23:08,turn_left,0000/00/00,00:00:00
2021/10/26,14:23:08,stop,0000/00/00,00:00:00
2021/10/26,14:23:09,turn_left,0000/00/00,00:00:00
2021/10/26,14:23:09,stop,0000/00/00,00:00:00
2021/10/26,14:23:09,turn_left,0000/00/00,00:00:00
2021/10/26,14:23:09,stop,0000/00/00,00:00:00
2021/10/26,14:23:09,turn_left,0000/00/00,00:00:00
2021/10/26,14:23:09,stop,0000/00/00,00:00:00
2021/10/26,14:23:09,turn_right,0000/00/00,00:00:00
2021/10/26,14:23:09,stop,0000/00/00,00:00:00
2021/10/26,14:23:10,turn_right,0000/00/00,00:00:00
2021/10/26,14:23:10,stop,0000/00/00,00:00:00
2021/10/26,14:23:10,turn_right,0000/00/00,00:00:00
2021/10/26,14:23:10,stop,0000/00/00,00:00:00
2021/10/26,14:23:10,turn_right,0000/00/00,00:00:00
2021/10/26,14:23:10,stop,0000/00/00,00:00:00
2021/10/26,14:23:10,turn_right,0000/00/00,00:00:00
2021/10/26,14:23:10,stop,0000/00/00,00:00:00
2021/10/26,14:23:10,turn_right,0000/00/00,00:00:00
2021/10/26,14:23:10,stop,0000/00/00,00:00:00
2021/10/26,14:24:19,move_forward,0000/00/00,00:00:00
2021/10/26,14:24:19,stop,0000/00/00,00:00:00
2021/10/26,14:24:21,move_forward,0000/00/00,00:00:00
2021/10/26,14:24:21,stop,0000/00/00,00:00:00
2021/10/26,14:24:21,move_forward,0000/00/00,00:00:00
2021/10/26,14:24:21,stop,0000/00/00,00:00:00
2021/10/26,14:24:22,move_forward,0000/00/00,00:00:00
2021/10/26,14:24:22,stop,0000/00/00,00:00:00
2021/10/26,14:24:22,move_forward,0000/00/00,00:00:00
2021/10/26,14:24:22,stop,0000/00/00,00:00:00
2021/10/26,14:24:22,move_forward,0000/00/00,00:00:00
2021/10/26,14:24:22,stop,0000/00/00,00:00:00
2021/10/26,14:24:23,move_forward,0000/00/00,00:00:00
2021/10/26,14:24:23,stop,0000/00/00,00:00:00
2021/10/26,14:24:23,move_forward,0000/00/00,00:00:00
2021/10/26,14:24:23,stop,0000/00/00,00:00:00
2021/10/26,14:27:31,move_forward,0000/00/00,00:00:00
2021/10/26,14:27:31,stop,0000/00/00,00:00:00
2021/10/26,14:27:35,move_back,0000/00/00,00:00:00
2021/10/26,14:27:35,stop,0000/00/00,00:00:00
2021/10/26,14:27:35,move_back,0000/00/00,00:00:00
2021/10/26,14:27:35,stop,0000/00/00,00:00:00
2021/10/26,14:27:35,move_back,0000/00/00,00:00:00
2021/10/26,14:27:35,stop,0000/00/00,00:00:00
2021/10/26,14:27:36,move_back,0000/00/00,00:00:00
2021/10/26,14:27:36,stop,0000/00/00,00:00:00
2021/10/26,14:27:36,move_back,0000/00/00,00:00:00
2021/10/26,14:27:36,stop,0000/00/00,00:00:00
2021/10/26,14:27:36,move_back,0000/00/00,00:00:00
2021/10/26,14:27:36,stop,0000/00/00,00:00:00
2021/10/26,14:27:36,move_back,0000/00/00,00:00:00
2021/10/26,14:27:36,stop,0000/00/00,00:00:00
2021/10/26,14:27:36,move_back,0000/00/00,00:00:00
2021/10/26,14:27:36,stop,0000/00/00,00:00:00
2021/10/26,14:27:37,move_back,0000/00/00,00:00:00
2021/10/26,14:27:37,stop,0000/00/00,00:00:00
2021/10/26,14:27:37,move_back,0000/00/00,00:00:00
2021/10/26,14:27:37,stop,0000/00/00,00:00:00
2021/10/26,14:27:37,move_back,0000/00/00,00:00:00
2021/10/26,14:27:37,stop,0000/00/00,00:00:00
2021/10/26,14:27:38,move_back,0000/00/00,00:00:00
2021/10/26,14:27:38,stop,0000/00/00,00:00:00
2021/10/26,14:27:38,move_back,0000/00/00,00:00:00
2021/10/26,14:27:38,stop,0000/00/00,00:00:00
2021/10/26,14:27:38,move_back,0000/00/00,00:00:00
2021/10/26,14:27:38,stop,0000/00/00,00:00:00
2021/10/26,14:27:38,move_back,0000/00/00,00:00:00
2021/10/26,14:27:38,stop,0000/00/00,00:00:00
2021/10/26,14:27:39,move_back,0000/00/00,00:00:00
2021/10/26,14:27:39,stop,0000/00/00,00:00:00
2021/10/26,14:27:39,move_back,0000/00/00,00:00:00
2021/10/26,14:27:39,stop,0000/00/00,00:00:00
2021/10/26,14:27:39,move_back,0000/00/00,00:00:00
2021/10/26,14:27:39,stop,0000/00/00,00:00:00
2021/10/26,14:27:39,move_back,0000/00/00,00:00:00
2021/10/26,14:27:39,stop,0000/00/00,00:00:00
2021/10/26,14:27:39,move_back,0000/00/00,00:00:00
2021/10/26,14:27:39,stop,0000/00/00,00:00:00
2021/10/26,14:27:39,move_back,0000/00/00,00:00:00
2021/10/26,14:27:40,stop,0000/00/00,00:00:00
2021/10/26,14:27:40,move_back,0000/00/00,00:00:00
2021/10/26,14:27:40,stop,0000/00/00,00:00:00
2021/10/26,14:27:40,move_back,0000/00/00,00:00:00
2021/10/26,14:27:40,stop,0000/00/00,00:00:00
2021/10/26,14:27:40,move_back,0000/00/00,00:00:00
2021/10/26,14:27:40,stop,0000/00/00,00:00:00
2021/10/26,14:27:40,move_back,0000/00/00,00:00:00
2021/10/26,14:27:40,stop,0000/00/00,00:00:00
2021/10/26,14:27:40,move_back,0000/00/00,00:00:00
2021/10/26,14:27:40,stop,0000/00/00,00:00:00
2021/10/26,14:27:40,move_back,0000/00/00,00:00:00
2021/10/26,14:27:41,stop,0000/00/00,00:00:00
2021/10/26,14:27:41,move_back,0000/00/00,00:00:00
2021/10/26,14:27:41,stop,0000/00/00,00:00:00
2021/10/26,14:27:41,move_back,0000/00/00,00:00:00
2021/10/26,14:27:41,stop,0000/00/00,00:00:00
2021/10/26,14:27:41,move_back,0000/00/00,00:00:00
2021/10/26,14:27:41,stop,0000/00/00,00:00:00
2021/10/26,14:27:42,move_back,0000/00/00,00:00:00
2021/10/26,14:27:42,stop,0000/00/00,00:00:00
2021/10/26,14:27:42,move_back,0000/00/00,00:00:00
2021/10/26,14:27:42,stop,0000/00/00,00:00:00
2021/10/26,14:27:42,move_back,0000/00/00,00:00:00
2021/10/26,14:27:42,stop,0000/00/00,00:00:00
2021/10/26,14:27:42,move_back,0000/00/00,00:00:00
2021/10/26,14:27:42,stop,0000/00/00,00:00:00
2021/10/26,14:27:44,turn_right,0000/00/00,00:00:00
2021/10/26,14:27:44,stop,0000/00/00,00:00:00
2021/10/26,14:27:44,turn_right,0000/00/00,00:00:00
2021/10/26,14:27:44,stop,0000/00/00,00:00:00
2021/10/26,14:27:45,turn_right,0000/00/00,00:00:00
2021/10/26,14:27:45,stop,0000/00/00,00:00:00
2021/10/26,14:27:45,turn_right,0000/00/00,00:00:00
2021/10/26,14:27:45,stop,0000/00/00,00:00:00
2021/10/26,14:27:45,turn_right,0000/00/00,00:00:00
2021/10/26,14:27:46,stop,0000/00/00,00:00:00
2021/10/26,14:27:46,turn_right,0000/00/00,00:00:00
2021/10/26,14:27:46,stop,0000/00/00,00:00:00
2021/10/26,14:27:52,move_forward,0000/00/00,00:00:00
2021/10/26,14:27:53,stop,0000/00/00,00:00:00
2021/10/26,14:27:53,move_forward,0000/00/00,00:00:00
2021/10/26,14:27:53,stop,0000/00/00,00:00:00
2021/10/26,14:27:53,move_forward,0000/00/00,00:00:00
2021/10/26,14:27:53,stop,0000/00/00,00:00:00
2021/10/26,14:27:53,move_forward,0000/00/00,00:00:00
2021/10/26,14:27:53,stop,0000/00/00,00:00:00
2021/10/26,14:27:54,move_forward,0000/00/00,00:00:00
2021/10/26,14:27:54,stop,0000/00/00,00:00:00
2021/10/26,14:27:54,move_forward,0000/00/00,00:00:00
2021/10/26,14:27:54,stop,0000/00/00,00:00:00
2021/10/26,14:27:54,move_forward,0000/00/00,00:00:00
2021/10/26,14:27:54,stop,0000/00/00,00:00:00
2021/10/26,14:27:54,move_forward,0000/00/00,00:00:00
2021/10/26,14:27:54,stop,0000/00/00,00:00:00
2021/10/26,14:27:54,move_forward,0000/00/00,00:00:00
2021/10/26,14:27:54,stop,0000/00/00,00:00:00
2021/10/26,14:27:54,move_forward,0000/00/00,00:00:00
2021/10/26,14:27:55,stop,0000/00/00,00:00:00
2021/10/26,14:27:55,move_forward,0000/00/00,00:00:00
2021/10/26,14:27:55,stop,0000/00/00,00:00:00
2021/10/26,14:27:55,move_forward,0000/00/00,00:00:00
2021/10/26,14:27:55,stop,0000/00/00,00:00:00
2021/10/26,14:27:55,move_forward,0000/00/00,00:00:00
2021/10/26,14:27:55,stop,0000/00/00,00:00:00
2021/10/26,14:27:55,move_forward,0000/00/00,00:00:00
2021/10/26,14:27:55,stop,0000/00/00,00:00:00
2021/10/26,14:27:55,move_forward,0000/00/00,00:00:00
2021/10/26,14:27:55,stop,0000/00/00,00:00:00
2021/10/26,14:27:56,move_forward,0000/00/00,00:00:00
2021/10/26,14:27:56,stop,0000/00/00,00:00:00
2021/10/26,14:27:56,move_forward,0000/00/00,00:00:00
2021/10/26,14:27:56,stop,0000/00/00,00:00:00
2021/10/26,14:27:56,move_forward,0000/00/00,00:00:00
2021/10/26,14:27:56,stop,0000/00/00,00:00:00
2021/10/26,14:27:56,move_forward,0000/00/00,00:00:00
2021/10/26,14:27:56,stop,0000/00/00,00:00:00
2021/10/26,14:27:56,move_forward,0000/00/00,00:00:00
2021/10/26,14:27:56,stop,0000/00/00,00:00:00
2021/10/26,14:27:57,move_forward,0000/00/00,00:00:00
2021/10/26,14:27:57,stop,0000/00/00,00:00:00
2021/10/26,14:27:57,move_forward,0000/00/00,00:00:00
2021/10/26,14:27:57,stop,0000/00/00,00:00:00
2021/10/26,14:27:57,move_forward,0000/00/00,00:00:00
2021/10/26,14:27:57,stop,0000/00/00,00:00:00
2021/10/26,14:27:57,move_forward,0000/00/00,00:00:00
2021/10/26,14:27:57,stop,0000/00/00,00:00:00
2021/10/26,14:27:57,move_forward,0000/00/00,00:00:00
2021/10/26,14:27:57,stop,0000/00/00,00:00:00
2021/10/26,14:35:43,stop,0000/00/00,00:00:00
2021/10/26,14:35:43,move_back,0000/00/00,00:00:00
2021/10/26,14:35:43,stop,0000/00/00,00:00:00
2021/10/26,14:36:27,move_forward,0000/00/00,00:00:00
2021/10/26,14:36:27,stop,0000/00/00,00:00:00
2021/10/26,14:36:28,move_back,0000/00/00,00:00:00
2021/10/26,14:36:28,stop,0000/00/00,00:00:00
2021/10/26,14:36:29,turn_right,0000/00/00,00:00:00
2021/10/26,14:36:29,stop,0000/00/00,00:00:00
2021/10/26,14:36:30,turn_left,0000/00/00,00:00:00
2021/10/26,14:36:30,stop,0000/00/00,00:00:00
2021/10/26,14:36:31,stop,0000/00/00,00:00:00
2021/10/26,14:36:31,turn_left,0000/00/00,00:00:00
2021/10/26,14:36:32,stop,0000/00/00,00:00:00
2021/10/26,14:36:32,turn_right,0000/00/00,00:00:00
2021/10/26,14:36:32,stop,0000/00/00,00:00:00
2021/10/26,14:36:33,move_back,0000/00/00,00:00:00
2021/10/26,14:36:33,stop,0000/00/00,00:00:00
2021/10/26,14:36:34,move_forward,0000/00/00,00:00:00
2021/10/26,14:36:34,stop,0000/00/00,00:00:00
2021/10/26,14:36:35,move_forward,0000/00/00,00:00:00
2021/10/26,14:36:35,stop,0000/00/00,00:00:00
2021/10/26,14:36:36,move_forward,0000/00/00,00:00:00
2021/10/26,14:36:36,stop,0000/00/00,00:00:00
2021/10/26,14:36:37,move_forward,0000/00/00,00:00:00
2021/10/26,14:36:37,stop,0000/00/00,00:00:00
2021/10/26,14:36:37,move_forward,0000/00/00,00:00:00
2021/10/26,14:36:38,stop,0000/00/00,00:00:00
2021/10/26,14:36:38,stop,0000/00/00,00:00:00
2021/10/26,14:36:38,move_forward,0000/00/00,00:00:00
2021/10/26,14:36:39,move_forward,0000/00/00,00:00:00
2021/10/26,14:36:39,stop,0000/00/00,00:00:00
2021/10/26,14:36:40,move_forward,0000/00/00,00:00:00
2021/10/26,14:36:40,stop,0000/00/00,00:00:00
2021/10/26,14:36:40,move_forward,0000/00/00,00:00:00
2021/10/26,14:36:40,stop,0000/00/00,00:00:00
2021/10/26,14:36:41,move_forward,0000/00/00,00:00:00
2021/10/26,14:36:41,stop,0000/00/00,00:00:00
2021/10/26,14:36:42,move_forward,0000/00/00,00:00:00
2021/10/26,14:36:42,stop,0000/00/00,00:00:00
2021/10/26,14:36:44,move_back,0000/00/00,00:00:00
2021/10/26,14:36:44,stop,0000/00/00,00:00:00
2021/10/26,14:36:45,turn_right,0000/00/00,00:00:00
2021/10/26,14:36:45,stop,0000/00/00,00:00:00
2021/10/26,14:36:46,turn_left,0000/00/00,00:00:00
2021/10/26,14:36:46,stop,0000/00/00,00:00:00
2021/10/26,14:36:46,stop,0000/00/00,00:00:00
2021/10/26,14:36:47,stop,0000/00/00,00:00:00
2021/10/26,14:36:47,stop,0000/00/00,00:00:00
2021/10/26,14:36:47,stop,0000/00/00,00:00:00
2021/10/26,14:36:47,stop,0000/00/00,00:00:00
2021/10/26,14:36:47,stop,0000/00/00,00:00:00
2021/10/26,14:36:48,stop,0000/00/00,00:00:00
2021/10/26,14:36:48,stop,0000/00/00,00:00:00
2021/10/26,14:36:48,stop,0000/00/00,00:00:00
2021/10/26,14:36:48,stop,0000/00/00,00:00:00
2021/10/26,14:36:49,turn_left,0000/00/00,00:00:00
2021/10/26,14:36:49,stop,0000/00/00,00:00:00
2021/10/26,14:36:49,turn_right,0000/00/00,00:00:00
2021/10/26,14:36:49,stop,0000/00/00,00:00:00
2021/10/26,14:36:50,move_back,0000/00/00,00:00:00
2021/10/26,14:36:50,stop,0000/00/00,00:00:00
2021/10/26,14:36:51,move_forward,0000/00/00,00:00:00
2021/10/26,14:36:51,stop,0000/00/00,00:00:00
2021/10/26,14:36:51,move_back,0000/00/00,00:00:00
2021/10/26,14:36:51,stop,0000/00/00,00:00:00
2021/10/26,14:36:52,turn_right,0000/00/00,00:00:00
2021/10/26,14:36:52,stop,0000/00/00,00:00:00
2021/10/26,14:36:52,turn_left,0000/00/00,00:00:00
2021/10/26,14:36:52,stop,0000/00/00,00:00:00
2021/10/26,14:36:53,stop,0000/00/00,00:00:00
2021/10/26,14:37:00,move_forward,0000/00/00,00:00:00
2021/10/26,14:37:00,stop,0000/00/00,00:00:00
2021/10/26,14:37:01,move_forward,0000/00/00,00:00:00
2021/10/26,14:37:01,stop,0000/00/00,00:00:00
2021/10/26,14:37:01,move_forward,0000/00/00,00:00:00
2021/10/26,14:37:01,stop,0000/00/00,00:00:00
2021/10/26,14:37:01,move_forward,0000/00/00,00:00:00
2021/10/26,14:37:01,stop,0000/00/00,00:00:00
2021/10/26,14:37:01,move_forward,0000/00/00,00:00:00
2021/10/26,14:37:01,stop,0000/00/00,00:00:00
2021/10/26,14:37:01,move_forward,0000/00/00,00:00:00
2021/10/26,14:37:01,stop,0000/00/00,00:00:00
2021/10/26,14:37:01,move_forward,0000/00/00,00:00:00
2021/10/26,14:37:02,stop,0000/00/00,00:00:00
2021/10/26,14:37:02,move_forward,0000/00/00,00:00:00
2021/10/26,14:37:02,stop,0000/00/00,00:00:00
2021/10/26,14:37:02,move_forward,0000/00/00,00:00:00
2021/10/26,14:37:02,stop,0000/00/00,00:00:00
